SCH_ID,REGION,DISTRICT,TEHSIL,UC,SCH_PREFIX,SCH_NAME,STATUS,SCH_LEVEL,SCH_GENDER,LONGITUDE,LATITUDE
401030045,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,NABI BUX MUHAJIR,Functional,Primary,Boys,68.7669,25.105
401030056,Hyderabad,Badin,Matli,Malhan,GBPS,MALHAN,Functional,Primary,Boys,68.707,25.0623
401030058,Hyderabad,Badin,Matli,Malhan,GBPS,SALEH SOOMRO,Functional,Primary,Boys,68.7186,25.0377
401030059,Hyderabad,Badin,Matli,Malhan,GBPS,MURAD CHHALGARI,Functional,Primary,Boys,68.6937,25.082
401030073,Hyderabad,Badin,Matli,Malhan,GBPS,HAJI DHANI BUX KHASKHELI,Functional,Primary,Boys,68.7331,25.0675
401030075,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,SAHIB KHAN TALPUR,Functional,Primary,Boys,68.8217,25.0811
401030078,Hyderabad,Badin,Matli,Malhan,GBPS,ISMAIL WADHO,Functional,Primary,Boys,68.7039,25.0247
401030097,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,MUHAMMAD IBRAHIM KHOSO,Functional,Primary,Mixed,68.7967,25.0739
401030119,Hyderabad,Badin,Matli,Malhan,GGPS,SALEH SOOMRO,Functional,Primary,Girls,68.7251,25.0378
401030124,Hyderabad,Badin,Matli,Phalkara,GGPS,PARHO KHOSO,Functional,Primary,Girls,68.7667,25.0678
401030125,Hyderabad,Badin,Matli,Malhan,GGPS,NOOR MUHAMMAD DARS,Functional,Primary,Girls,68.6992,25.0458
401030147,Hyderabad,Badin,Matli,Malhan,GGPS,BEERO LANGWANI,Functional,Primary,Girls,68.7403,25.0386
401030148,Hyderabad,Badin,Matli,3-Malhan,GGPS,IBRAHIM KHOSO,Closed Permanent,Primary,Girls,68.7958,25.0742
401030151,Hyderabad,Badin,Matli,Malhan,GGPS,HAIRO KHAN TALPUR,Functional,Primary,Girls,68.7497,25.0122
401030167,Hyderabad,Badin,Matli,Malhan,GGPS,MURAD CHHALGARI,Functional,Primary,Girls,68.6916,25.0817
401030173,Hyderabad,Badin,Matli,Malhan,GGPS,DHANI BUX KHASKHELI UC Malhan,Functional,Primary,Girls,68.7331,25.0675
401030175,Hyderabad,Badin,Matli,Malhan,GGPS,ISMAIL WADHO,Functional,Primary,Girls,68.7044,25.0264
401030179,Hyderabad,Badin,Matli,Malhan,GGPS,SOONHARO KHASKHELI,Functional,Primary,Girls,68.7292,25.0683
401030192,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GGPS,SAHIB KHAN TALPUR,Functional,Primary,Girls,68.8225,25.0806
401030193,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GGELS,NABI BUX MUHAJIR,Functional,Elementary,Girls,68.7694,25.105
401030254,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,HAJI WASOO KHOSO,Functional,Primary,Mixed,68.8158,25.0786
401030260,Hyderabad,Badin,Matli,Malhan,GBPS,AHMED DARS,Functional,Primary,Mixed,68.7592,25.0239
401030261,Hyderabad,Badin,Matli,Malhan,GBPS,ABDULLAH WARYA,Functional,Primary,Mixed,68.7342,25.0086
401030361,Hyderabad,Badin,Matli,Malhan,GBPS,KARAM KHAN NIZAMANI,Functional,Primary,Mixed,68.7436,25.0647
401030362,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,YARU MANGARIO,Functional,Primary,Mixed,68.805,25.1014
401030363,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,GAHI DASTI,Functional,Primary,Mixed,68.8044,25.0964
401030366,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,KIRAR KHOSO,Functional,Primary,Boys,68.7917,25.0753
401030369,Hyderabad,Badin,Matli,Phalkara,GBPS,DERO MUHABAT,Functional,Primary,Mixed,68.7544,25.0908
401030372,Hyderabad,Badin,Matli,Malhan,GBPS,MIR MUHAMMAD NIZAMANI,Functional,Primary,Mixed,68.7419,25.0739
401030424,Hyderabad,Badin,Matli,Malhan,GBPS,SEAL GAYON,Functional,Primary,Boys,68.7003,25.0911
401030425,Hyderabad,Badin,Matli,Malhan,GBPS,MUHAMMAD RAHIM ODHEJO,Functional,Primary,Mixed,68.7328,25.0253
401030427,Hyderabad,Badin,Matli,Malhan,GBPS,SIDDIQUE SOOMRO,Functional,Primary,Mixed,68.7039,25.0359
401030468,Hyderabad,Badin,Matli,Malhan,GBPS,SAYED SANPO SHAH,Functional,Primary,Mixed,68.7069,25.0739
401030472,Hyderabad,Badin,Matli,Malhan,GBPS,LOUNG KHAN ODHEJO,Functional,Primary,Mixed,68.6806,25.0486
401030473,Hyderabad,Badin,Matli,Malhan,GBPS,BABU MEHAR,Functional,Primary,Mixed,68.7133,25.0742
401030476,Hyderabad,Badin,Matli,Malhan,GBPS,ALAH BACHAYO MALLAH,Functional,Primary,Mixed,68.73,25.01
401030477,Hyderabad,Badin,Matli,Malhan,GBPS,MUHAMMAD ISMAIL SOOMRO,Functional,Primary,Mixed,68.7111,25.0186
401030480,Hyderabad,Badin,Matli,Malhan,GBPS,MUHAMMAD ODHEJO,Functional,Primary,Mixed,68.7272,25.0192
401030482,Hyderabad,Badin,Matli,Malhan,GBPS,HAJI AHMED VARIAM,Functional,Primary,Mixed,68.725,25.0031
401030483,Hyderabad,Badin,Matli,Malhan,GBPS,DIN MUHAMMAD VARIAM,Functional,Primary,Mixed,68.7289,25.0061
401030499,Hyderabad,Badin,Matli,Malhan,GBPS,ADAM DANGNOON,Functional,Primary,Boys,68.7161,25.0097
401030503,Hyderabad,Badin,Matli,Phalkara,GBPS,MIR QADIR BUX TALPUR,Functional,Primary,Mixed,68.7631,25.0875
401030519,Hyderabad,Badin,Matli,Malhan,GBPS,ESSA JUNEJO,Functional,Primary,Mixed,68.76,25.0381
401030524,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,MUHAMMAD RAHIM MANGRIO,Functional,Primary,Mixed,68.8128,25.1081
401030532,Hyderabad,Badin,Matli,Phalkara,GBPS,BUDHO TALPUR,Functional,Primary,Mixed,68.7469,25.0369
401030568,Hyderabad,Badin,Matli,Malhan,GBPS,GHULAM SHAH NIZAMANI,Functional,Primary,Boys,68.7228,25.0603
401030570,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,PIR BUX KHOSO,Functional,Primary,Boys,68.8167,25.0733
401030600,Hyderabad,Badin,Matli,Malhan,GBPS,DR. AZAM NIZAMANI,Functional,Primary,Mixed,68.7242,25.085
401030604,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,MUHAMMAD SOOMAR LUND,Functional,Primary,Mixed,68.8286,25.0864
401030605,Hyderabad,Badin,Matli,Nabi Bux Lamboh,GBPS,HAJI HAMZA KHOSO,Functional,Primary,Mixed,68.8094,25.08
401030636,Hyderabad,Badin,Matli,Malhan,GBPS,HAJI SIDDIQUE UDHEJO,Functional,Primary,Mixed,68.7403,25.0136
401030661,Hyderabad,Badin,Matli,Malhan,GBHS,BEERO LUNGWANI,Functional,Secondary,Mixed,68.7409,25.0378
401030035,Hyderabad,Badin,Matli,Phalkara,GBPS,TALIB SEHTO,Functional,Primary,Boys,68.6628,25.1478
401030038,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GBPS,GAHNOO KHAN LAGHARI,Functional,Primary,Boys,68.6317,25.1031
401030039,Hyderabad,Badin,Matli,Phalkara,GBPS,PHALKARA,Functional,Primary,Boys,68.6625,25.1375
401030055,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GBPS,REHMATULLAH JAHEJO,Functional,Primary,Boys,68.6206,25.0736
401030060,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GBPS,ALUDO LAGHARI,Functional,Primary,Boys,68.6044,25.0906
401030061,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GBPS,URS LAGHARI,Functional,Primary,Boys,68.5942,25.0956
401030064,Hyderabad,Badin,Matli,Haji Muhammad Hashim Panhwar,GBPS,MUHAMMAD YOUSIF PANHWAR,Functional,Primary,Boys,68.6778,25.1804
401030066,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GBPS,HAJI ALI BUX LAGHARI,Functional,Primary,Mixed,68.6125,25.0833
401030076,Hyderabad,Badin,Matli,Haji Muhammad Hashim Panhwar,GBPS,LEEMOON ALMAMI,Functional,Primary,Boys,68.6619,25.1697
401030077,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GBPS,RASGAN,Functional,Primary,Boys,68.6131,25.095
401030082,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GBPS,TAMACHI JAHEJO,Functional,Primary,Boys,68.6286,25.0664
401030088,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GBPS,SODHO LAGHARI,Functional,Primary,Mixed,68.5872,25.0952
401030090,Hyderabad,Badin,Matli,Haji Muhammad Hashim Panhwar,GBPS,HAJI AHMED KHAN NIZAMANI,Functional,Primary,Boys,68.6497,25.1711
401030121,Hyderabad,Badin,Matli,Phalkara,GGPS,TALIB SEHTO,Functional,Primary,Girls,68.6622,25.1475
401030122,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GGELS,GAHINOO LAGHARI,Functional,Elementary,Girls,68.6317,25.1028
401030123,Hyderabad,Badin,Matli,Ghulam Muhammad Halepoto,GGPS,RASGAN,Functional,Primary,Girls,68.6108,25.0953
401030408,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,TAJ KHAN RIND,Functional,Primary,Boys,69.0442,25.0269
401030409,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,JAN MUHAMMAD JARWAR,Functional,Primary,Mixed,69.0666,25.0047
401030410,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,SOOMRO KHAN DALWANI,Functional,Primary,Mixed,69.0614,24.9808
401030411,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,HAJI SHAH DIN ARAIN,Functional,Primary,Mixed,69.0244,25.0611
401030414,Hyderabad,Badin,Matli,Aman Abad,GBPS,MUHAMMAD BUX ARAIN,Functional,Primary,Mixed,69.0353,25.0769
401030415,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,MUHAMMAD HASHIM ARAIN,Functional,Primary,Mixed,68.9972,25.0728
401030419,Hyderabad,Badin,Matli,Aman Abad,GBPS,MUHAMMAD SIDIQ JUNEJO,Functional,Primary,Mixed,69.0447,25.0611
401030420,Hyderabad,Badin,Matli,Aman Abad,GBPS,TAJ MUHAMMAD JUNEJO,Functional,Primary,Mixed,69.0486,25.0692
401030421,Hyderabad,Badin,Matli,Aman Abad,GBPS,MUHAMMAD SHARIF FATEH MUHAMMAD,Functional,Primary,Mixed,69.0397,25.0872
401030466,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,RAMZAN BHURGRI,Functional,Primary,Boys,68.9711,25.0919
401030554,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,KIRIR CHANG,Functional,Primary,Mixed,68.9842,25.0928
401030573,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,MUHAMMAD ISMAIL SAMOON,Functional,Primary,Mixed,68.9769,25.0444
401030594,Hyderabad,Badin,Matli,Aman Abad,GBPS,IBRAHIM JUNEJO,Functional,Primary,Mixed,69.0542,25.0731
401030621,Hyderabad,Badin,Matli,Aman Abad,GBPS,BACHAL AHMEDANI @ SIDDIQUE JATWAR,Functional,Primary,Mixed,69.1278,25.0333
401030622,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,SHAIKHO KALOI,Functional,Primary,Mixed,69.0367,25.0356
401030623,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,SHER MUHAMMAD KALOI,Functional,Primary,Mixed,69.0386,25.0056
401030624,Hyderabad,Badin,Matli,Aman Abad,GBPS,HAKIM MUHAMMAD HASHIM JARWAR,Functional,Primary,Mixed,69.0969,25.0371
401030625,Hyderabad,Badin,Matli,Aman Abad,GBPS,MUHAMMAD QASIM HAJANO,Functional,Primary,Mixed,69.0966,25.0553
401030626,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,DHANI BUX JARWAR,Functional,Primary,Mixed,69.0774,25.0241
401030628,Hyderabad,Badin,Matli,Aman Abad,GBPS,LAKHADINO CHELIO,Functional,Primary,Boys,69.0497,25.0772
401030630,Hyderabad,Badin,Matli,Bhudo Kambrani,GBPS,MUHAMMAD HASHIM AHMEDANI,Functional,Primary,Boys,68.9842,25.1139
401030642,Hyderabad,Badin,Matli,Thari,GBPS,OTAQUE ARSHAD CHANDIO AT PUNHAL KHA,Functional,Primary,Mixed,69.0098,25.0944
401030659,Hyderabad,Badin,Matli,Aman Abad,GGLSS,MUHAMMED KHAN JARWAR,Functional,Middle,Girls,69.1133,25.0439
401030665,Hyderabad,Badin,Matli,Aman Abad,GBLSS,SORHADI,Functional,Middle,Mixed,69.1194,25.0314
401030667,Hyderabad,Badin,Matli,Bhudo Kambrani,GBLSS,BUDHO QUMBRANI,Functional,Middle,Mixed,69.0161,25.0378
401030668,Hyderabad,Badin,Matli,Aman Abad,GBHS,CHHUTTO MADRANI,Functional,Secondary,Boys,68.9883,25.1114
401030669,Hyderabad,Badin,Matli,Bhudo Kambrani,GBLSS,DODO MANDHRANI,Functional,Middle,Boys,68.9908,25.0878
401030673,Hyderabad,Badin,Matli,Aman Abad,GBLSS,MUHAMMED IBRAHIM JUNEJO,Functional,Middle,Mixed,69.0544,25.0731
401030678,Hyderabad,Badin,Matli,Aman Abad,GBLSS,ABDUL HAQUE BHURGRI,Functional,Middle,Mixed,69.0956,25.045
401030693,Hyderabad,Badin,Matli,Bhudo Kambrani,GBHS,UMER DIN PUNJABI,Functional,Secondary,Boys,68.9794,25.0761
401030696,Hyderabad,Badin,Matli,Aman Abad,GBHS,GHULAM MUHAMMAD PUNJABI,Functional,Secondary,Boys,69.0178,25.0939
401030697,Hyderabad,Badin,Matli,Aman Abad,GBHSS,AMAN ABAD,Functional,Hi.Secondary,Boys,69.0919,25.0161
401030700,Hyderabad,Badin,Matli,Aman Abad,GBHS,NIZAM U DIN ARAIN,Functional,Secondary,Boys,69.0042,25.075
401030009,Hyderabad,Badin,Matli,Thari,GBPS,GUL HASSAN NIZAMANI,Functional,Primary,Boys,68.8651,25.0507
401030010,Hyderabad,Badin,Matli,Thari,GBPS,BURAGI,Functional,Primary,Mixed,68.8826,25.0339
401030013,Hyderabad,Badin,Matli,Haji Sawan,GBPS,HAJI SAWAN,Functional,Primary,Boys,68.805101,25.041986
401030072,Hyderabad,Badin,Matli,Haji Sawan,GBPS,HUSSAIN SOOMRO,Functional,Primary,Boys,68.7769,24.9905
401030092,Hyderabad,Badin,Matli,Haji Sawan,GBPS,JEYAND DAL,Functional,Primary,Mixed,68.7692,25.0092
401030611,Hyderabad,Badin,Matli,Haji Sawan,GBPS,MAZAR PUR,Functional,Primary,Mixed,68.7678,24.9717
401030613,Hyderabad,Badin,Matli,Haji Sawan,GBPS,NAZAR HUSSAIN KHOSO,Functional,Primary,Mixed,68.7656,25.0639
401030614,Hyderabad,Badin,Matli,Haji Sawan,GBPS,RAHIM KHOSO,Functional,Primary,Boys,68.7719,25.0558
401030620,Hyderabad,Badin,Matli,Thari,GBPS,SAINDINO PANHWER,Functional,Primary,Mixed,68.8553,25.0367
401030639,Hyderabad,Badin,Matli,Thari,GBPS,GHULAM HYDER NIZAMANI,Functional,Primary,Mixed,68.879876,25.019352
401030640,Hyderabad,Badin,Matli,Haji Sawan,GBPS,SYED ABDUL RASOOL SHAH,Functional,Primary,Boys,68.7689,24.9972
401030641,Hyderabad,Badin,Matli,Matli-Mc,GBPS,YASIR ABAD,Functional,Primary,Mixed,68.8106,25.0575
401030681,Hyderabad,Badin,Matli,Haji Sawan,GBLSS,ISMAIL NOTKANI,Functional,Middle,Mixed,68.7844,25.0183
401030691,Hyderabad,Badin,Matli,Haji Sawan,GBHS,HAJI SAWAN,Functional,Secondary,Boys,68.804875,25.041816
401030067,Hyderabad,Badin,Matli,Matli-Mc,GBPS,KHAIR MUHAMMAD NOTKANI,Functional,Primary,Boys,68.6378,25.0514
401030069,Hyderabad,Badin,Matli,Matli-Mc,GBPS,PAKASHAD,Functional,Primary,Mixed,68.655,25.0511
401030087,Hyderabad,Badin,Matli,Matli-Mc,GBPS,AUDHO MACHHI,Functional,Primary,Boys,68.6919,25.0633
401030143,Hyderabad,Badin,Matli,Matli-Mc,GGPS,NOOR MUHAMMAD TURK,Functional,Primary,Girls,68.6883,25.0414
401030196,Hyderabad,Badin,Matli,Matli-Mc,GGPS,KHAIR MUHAMMAD NOTKANI,Functional,Primary,Girls,68.6375,25.0519
401030423,Hyderabad,Badin,Matli,Matli-Mc,GBPS,TAJ MUHAMMAD NIZAMANI,Functional,Primary,Mixed,68.6556,25.0575
401030452,Hyderabad,Badin,Matli,Matli-Mc,GBPS,SHAFI MUHAMMAD NIZAMANI,Functional,Primary,Mixed,68.6708,25.0481
401030459,Hyderabad,Badin,Matli,Matli-Mc,GBPS,MUHAMMAD ISMAIL THEBO @ HAMIR MACHI,Functional,Primary,Mixed,68.6736,25.0736
401030463,Hyderabad,Badin,Matli,Matli-Mc,GBPS,MIR MUHAMMAD NOTKANI,Functional,Primary,Mixed,68.6297,25.0572
401030469,Hyderabad,Badin,Matli,Matli-Mc,GBPS,OVER CROWDED,Functional,Primary,Mixed,68.65,25.0447
401030470,Hyderabad,Badin,Matli,Matli-Mc,GBPS,DILAWAR KHASKHELI,Functional,Primary,Mixed,68.6669,25.0439
401030471,Hyderabad,Badin,Matli,Matli-Mc,GBPS,DIN MUHAMMAD SHEIKH,Functional,Primary,Mixed,68.6689,25.0442
401030491,Hyderabad,Badin,Matli,Matli-Mc,GBPS,NIZAMANI MOHALLA,Functional,Primary,Mixed,68.6522,25.0433
401030541,Hyderabad,Badin,Matli,Matli-Mc,GBPS,MATLI (UNIT NO. 10),Functional,Primary,Mixed,68.6653,25.0433
401030572,Hyderabad,Badin,Matli,Matli-Mc,GBPS,HAJI RAMZAN THEBO,Functional,Primary,Mixed,68.6625,25.045
401030592,Hyderabad,Badin,Matli,Matli-Mc,GBPS,FAZAL MUHAMMAD NIZAMANI,Functional,Primary,Mixed,68.6506,25.0558
401030650,Hyderabad,Badin,Matli,Matli-Mc,GBLSS,JAMIL COLONY MATLI,Functional,Middle,Boys,68.6658,25.0436
401030687,Hyderabad,Badin,Matli,Matli-Mc,GBHS,MATLI,Functional,Secondary,Boys,68.6553,25.0456
401030688,Hyderabad,Badin,Matli,Matli-Mc,GGHS,MATLI,Functional,Secondary,Girls,68.6561,25.0781
401030068,Hyderabad,Badin,Matli,Matli-Mc,GBPS,NOOR MUHAMMAD TURK,Functional,Primary,Boys,68.6886,25.0419
401030071,Hyderabad,Badin,Matli,Matli-Mc,GBPS,HAJI AHMED ALI NIZAMANI,Functional,Primary,Mixed,68.6978,25.0228
401030152,Hyderabad,Badin,Matli,Matli-Mc,GGPS,HOT KHAN NOTKANI,Functional,Primary,Girls,68.6622,25.0406
401030185,Hyderabad,Badin,Matli,Matli-Mc,GGPS,MAIN SCHOOL MATLI,Functional,Primary,Girls,68.6564,25.0444
401030478,Hyderabad,Badin,Matli,Matli-Mc,GBPS,QASIM ALI SHAH,Functional,Primary,Mixed,68.6954,25.0229
401030479,Hyderabad,Badin,Matli,Matli-Mc,GBPS,SHER MUHAMMAD NIZAMANI,Functional,Primary,Mixed,68.6764,25.0378
401030481,Hyderabad,Badin,Matli,Matli-Mc,GBPS,MUHAMMAD THEBO,Functional,Primary,Boys,68.6897,25.0322
401030492,Hyderabad,Badin,Matli,Matli-Mc,GBPS,PAK MUSLIM,Functional,Primary,Mixed,68.6581,25.0406
401030493,Hyderabad,Badin,Matli,Matli-Mc,GBPS,MAL PIRI,Functional,Primary,Mixed,68.6601,25.0395
401030496,Hyderabad,Badin,Matli,Matli-Mc,GBPS,ALI MUHAMMAD MOHANDO,Functional,Primary,Mixed,68.7005,25.0124
401030497,Hyderabad,Badin,Matli,Matli-Mc,GBPS,BACHAL DETHO,Functional,Primary,Mixed,68.6912,25.0234
401030094,Hyderabad,Badin,Matli,Haji Sawan,GBPS,MUHAMMAD AYOUB NIZAMANI,Functional,Primary,Mixed,68.8264,25.0381
401030095,Hyderabad,Badin,Matli,Haji Sawan,GBPS,AHMED JUNEJO,Functional,Primary,Mixed,68.8128,24.99
401030116,Hyderabad,Badin,Matli,Thari,GGPS,GUL HASAN NIZAMANI,Functional,Primary,Girls,68.8652,25.0503
401030161,Hyderabad,Badin,Matli,Haji Sawan,GGPS,HUSSAIN SOOMRO,Functional,Primary,Girls,68.7769,24.9906
401030183,Hyderabad,Badin,Matli,Haji Sawan,GGPS,ISMAIL NOTKANI,Functional,Primary,Girls,68.7847,25.0175
401030189,Hyderabad,Badin,Matli,Haji Sawan,GGPS,MITHAN SHAH,Functional,Primary,Girls,68.7639,24.9761
401030208,Hyderabad,Badin,Matli,Haji Sawan,GGPS,MUHAMMAD BUX CHANDIO,Functional,Primary,Girls,68.7397,24.9964
401030247,Hyderabad,Badin,Matli,Haji Sawan,GBPS,FAZAL BAGRANI,Functional,Primary,Mixed,68.8378,25.055
401030248,Hyderabad,Badin,Matli,Thari,GBPS,ALI AKBAR NIZAMANI,Functional,Primary,Boys,68.87681,25.02261
401030249,Hyderabad,Badin,Matli,Thari,GBPS,BUKHSHO NIZAMANI,Functional,Primary,Mixed,68.855719,25.002909
401030250,Hyderabad,Badin,Matli,Thari,GBPS,NAZAR MUHAMMAD SHAH,Functional,Primary,Mixed,68.8438,25.0141
401030255,Hyderabad,Badin,Matli,Haji Sawan,GBPS,QADIR BUX TALPUR,Functional,Primary,Mixed,68.7729,25.0347
401030256,Hyderabad,Badin,Matli,Haji Sawan,GBPS,HAJI CHANESAR TALPUR,Functional,Primary,Mixed,68.7772,25.0334
401030258,Hyderabad,Badin,Matli,Haji Sawan,GBPS,ISMAIL NOTKANI,Functional,Primary,Boys,68.7845,25.0181
401030259,Hyderabad,Badin,Matli,Haji Sawan,GBPS,GHEL PUR 1,Functional,Primary,Boys,68.804,24.9958
401030291,Hyderabad,Badin,Matli,Thari,GBPS,KARO LUND,Functional,Primary,Boys,68.8422,25.0367
401030292,Hyderabad,Badin,Matli,Thari,GBPS,ABDULLAH KHAN LAGHARI,Functional,Primary,Mixed,68.8486,25.0402
401030294,Hyderabad,Badin,Matli,Thari,GBPS,ALLAN NIZAMANI,Functional,Primary,Mixed,68.8202,24.9891
401030295,Hyderabad,Badin,Matli,Thari,GBPS,AMEER BUX CHANDIO,Functional,Primary,Mixed,68.88466,25.009524
401030296,Hyderabad,Badin,Matli,Thari,GBPS,SALEH SHAH,Functional,Primary,Boys,68.886,25.025
401030486,Hyderabad,Badin,Matli,Haji Sawan,GBPS,MUHAMMAD ALI GEHLRO,Functional,Primary,Boys,68.8022,25.0274
401030487,Hyderabad,Badin,Matli,Haji Sawan,GBPS,FAIZ MUHAMMAD NOTKANI,Functional,Primary,Boys,68.788762,25.01422
401030488,Hyderabad,Badin,Matli,Haji Sawan,GBPS,ALLAH BUX DAL,Functional,Primary,Mixed,68.8012,25.0082
401030500,Hyderabad,Badin,Matli,Haji Sawan,GBPS,JUMOON NAHIYOON,Functional,Primary,Mixed,68.7635,24.977
401030515,Hyderabad,Badin,Matli,Haji Sawan,GBPS,BACHAL KHAN LUND,Functional,Primary,Mixed,68.813987,25.042643
401030533,Hyderabad,Badin,Matli,Haji Sawan,GBPS,JAM LAGHARI,Functional,Primary,Boys,68.785,24.9694
401030535,Hyderabad,Badin,Matli,Haji Sawan,GBPS,MUHAMMAD IBRAHIM JUNEJO,Functional,Primary,Mixed,68.8033,24.9836
401030545,Hyderabad,Badin,Matli,Haji Sawan,GBPS,GAHINOO KHASKELI,Functional,Primary,Mixed,68.7558,25.0597
401030546,Hyderabad,Badin,Matli,Haji Sawan,GBPS,HAKIM TALPUR,Functional,Primary,Mixed,68.7658,25.0478
401030569,Hyderabad,Badin,Matli,Haji Sawan,GBPS,HAJI HAMEER TALPUR,Functional,Primary,Mixed,68.7714,25.0331
401030571,Hyderabad,Badin,Matli,Haji Sawan,GBPS,HAJI KHAN NOTKANI,Functional,Primary,Mixed,68.7964,25.06
401030587,Hyderabad,Badin,Matli,Haji Sawan,GBPS,VIKIO MALLAH,Functional,Primary,Mixed,68.7978,24.9783
401030588,Hyderabad,Badin,Matli,Haji Sawan,GBPS,AHMED SOOMRO,Functional,Primary,Boys,68.7672,25.0058
401030589,Hyderabad,Badin,Matli,Haji Sawan,GBPS,NOOR MUHAMMAD KHASKELI,Functional,Primary,Boys,68.826564,25.01093
401030599,Hyderabad,Badin,Matli,Haji Sawan,GBPS,FAZAL MUHAMMAD CHANDIO @ khuddi,Functional,Primary,Boys,68.7572,24.985
401030606,Hyderabad,Badin,Matli,Haji Sawan,GBPS,GUL MUHAMMAD JATOI,Functional,Primary,Boys,68.7636,25.0489
401030607,Hyderabad,Badin,Matli,Haji Sawan,GBPS,MUSHTAQUE LUND,Functional,Primary,Mixed,68.7828,25.0656
401030608,Hyderabad,Badin,Matli,Haji Sawan,GBPS,DOST MUHAMMAD LUND @ MITHO JUNEJO,Functional,Primary,Mixed,68.8022,24.9947
401030610,Hyderabad,Badin,Matli,Haji Sawan,GBPS,GULOO JUNEJO,Functional,Primary,Mixed,68.8167,25.0033
401030227,Hyderabad,Badin,Matli,Dumbalo,GBPS,M. IBRAHIM KHASKHELI@MUHAMMAD KHAN,Functional,Primary,Mixed,68.9065,25.1818
401030228,Hyderabad,Badin,Matli,Dumbalo,GBPS,QAZI MUHAMMAD YAQOOB,Functional,Primary,Mixed,68.8922,25.1692
401030229,Hyderabad,Badin,Matli,Dumbalo,GBPS,NOOR MUHAMMAD WIRK,Functional,Primary,Mixed,68.9558,25.1822
401030230,Hyderabad,Badin,Matli,Dumbalo,GBPS,HAJI MISRI GASHKORI,Functional,Primary,Mixed,68.9408,25.1717
401030231,Hyderabad,Badin,Matli,Dumbalo,GBPS,KHAN MUHAMMAD PANHWAR,Functional,Primary,Mixed,68.9603,25.1767
401030233,Hyderabad,Badin,Matli,Dumbalo,GBPS,LOUNG PANHWAR,Functional,Primary,Mixed,68.9764,25.1472
401030234,Hyderabad,Badin,Matli,Dumbalo,GBPS,KIRAR PANHWAR,Functional,Primary,Mixed,68.9833,25.1475
401030235,Hyderabad,Badin,Matli,Dumbalo,GBPS,MALHAR MASHAIK,Functional,Primary,Mixed,68.9936,25.1344
401030237,Hyderabad,Badin,Matli,Dumbalo,GBPS,HAJI JUMA BAGRANI,Functional,Primary,Mixed,68.9864,25.1197
401030238,Hyderabad,Badin,Matli,Dumbalo,GBPS,QAMAR DIN AHMEDANI,Functional,Primary,Mixed,68.9797,25.1278
401030239,Hyderabad,Badin,Matli,Dumbalo,GBPS,HAJI DHINGANO TALPUR,Functional,Primary,Mixed,68.9969,25.12
401030240,Hyderabad,Badin,Matli,Dumbalo,GBPS,HAJI KANBHOO KORAI,Functional,Primary,Mixed,68.9422,25.1394
401030241,Hyderabad,Badin,Matli,Dumbalo,GBPS,SHER MUHAMMAD DARS,Functional,Primary,Mixed,68.9258,25.1567
401030242,Hyderabad,Badin,Matli,Dumbalo,GBPS,HAJI MUHAMMAD QASIM LUND,Functional,Primary,Mixed,68.9531,25.1478
401030243,Hyderabad,Badin,Matli,Dumbalo,GBPS,SOHRAB CHANG,Functional,Primary,Mixed,68.955,25.155
401030245,Hyderabad,Badin,Matli,Dumbalo,GBPS,ABDUL WAHAB DARS,Functional,Primary,Mixed,68.9683,25.1497
