SCH_ID,REGION,DISTRICT,TEHSIL,UC,SCH_PREFIX,SCH_NAME,STATUS,SCH_LEVEL,SCH_GENDER,LONGITUDE,LATITUDE
401010270,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,KHALIFO HASHIM SOOMRO,Functional,Primary,Boys,68.9478,24.605
401010175,Hyderabad,Badin,Badin,Chakar Khan Panwar,GGPS,AMIR BUX MALLAH @ HASHIM JAT,Functional,Primary,Girls,69.0758,24.3931
401010176,Hyderabad,Badin,Badin,10-Kadhan,GGPS,MITHAN SUBERO,Closed Temporary,Primary,Girls,68.9958,24.4897
401010188,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GGPS,HAJI UMER JUNEJO,Functional,Primary,Girls,68.9978,24.3914
401010201,Hyderabad,Badin,Badin,10-Kadhan,GGPS,ALLAH DITO CHANDIO,Closed Permanent,Primary,Girls,69.0025,24.4833
401010202,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GGPS,SYED IBRAHIM SHAH,Functional,Primary,Girls,68.9953,24.4597
401010302,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,TAHIR BAJEER,Functional,Primary,Boys,68.9342,24.4681
401010417,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,ALLAH JURIO BAJIR,Functional,Primary,Mixed,68.9558,24.4636
401010419,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,Sulleman Notiar,Functional,Primary,Mixed,68.9975,24.5147
401010423,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,AHMED KHAN CHANDIO,Functional,Primary,Boys,69.0294,24.4986
401010429,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,GHAZI NOTIAR,Functional,Primary,Boys,69.0106,24.5064
401010436,Hyderabad,Badin,Badin,Kadhan-Tc,GBPS,QAIM CHANDIO,Functional,Primary,Mixed,69.0003,24.4736
401010438,Hyderabad,Badin,Badin,Kadhan-Tc,GBPS,HAJI ADAM KHASKHELI,Functional,Primary,Mixed,68.9953,24.4528
401010439,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,MOLVI USMAN CHANDIO,Functional,Primary,Mixed,68.96,24.4633
401010440,Hyderabad,Badin,Badin,Kadhan-Tc,GBPS,TAMACHI BAJIR,Functional,Primary,Mixed,68.9942,24.4742
401010466,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,MITHO KHAN CHANDIO,Functional,Primary,Mixed,69.0306,24.4625
401010469,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,DARIA KHAN CHANDIO,Functional,Primary,Mixed,69.0236,24.4858
401010473,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,PUNJAB CHAK NO.II,Closed Permanent,Primary,Boys,69.0122,24.4653
401010474,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,ALLAH DITO CHANDIO,Functional,Primary,Boys,69.0025,24.4828
401010475,Hyderabad,Badin,Badin,10-Kadhan,GBPS,KHAIR MUHAMMAD NOTIAR,Closed Permanent,Primary,Boys,68.99,24.5019
401010495,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,HAJI UMAR SOOMRO,Functional,Primary,Boys,68.9764,24.6725
401010523,Hyderabad,Badin,Badin,Kadhan-Tc,GBPS,UMAR JUNEJO,Functional,Primary,Boys,68.9881,24.4589
401010537,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,KHAN MUHAMMAD TALPUR @ GHULAM MEHRA,Functional,Primary,Mixed,68.9814,24.3925
401010556,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,MUHAMMAD KHAN CHANDIO,Functional,Primary,Boys,68.9756,24.4644
401010582,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,NAWAB ALI JAMALI,Functional,Primary,Mixed,68.9744,24.4667
401010595,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,HAJI ABDULLAH BROHI,Closed Permanent,Primary,Boys,68.9931,24.4094
401010649,Hyderabad,Badin,Badin,Kadhan-Tc,GBPS,GHULAM CHANDIO,Functional,Primary,Boys,68.9839,24.4825
401010650,Hyderabad,Badin,Badin,Kadhan-Tc,GBPS,SONO CHANDIO,Functional,Primary,Mixed,68.9906,24.4653
401010653,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,DHANI BUX KHASKHELI,Functional,Primary,Boys,68.9875,24.4533
401010727,Hyderabad,Badin,Badin,Kadhan-Tc,GBPS,MASU KHAN CHANDIO,Functional,Primary,Mixed,68.9831,24.4819
401010728,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,BAHAWAL KHAN CHANDIO,Functional,Primary,Mixed,68.9692,24.4936
401010729,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,AZIZ PATHAN @ HAJI CHANDIO,Functional,Primary,Mixed,69.0092,24.4833
401010732,Hyderabad,Badin,Badin,Kadhan-Tc,GBPS,ALI MUHAMMED JAMALI,Functional,Primary,Mixed,68.9889,24.4758
401010733,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,MUHAMMAD SADDIQUE BAJEER,Functional,Primary,Boys,68.9592,24.4839
401010734,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,HAJI SIDDIQUE NOTIAR,Functional,Primary,Boys,68.9467,24.4519
401010735,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,VIKIO LANGAR,Functional,Primary,Mixed,69.0119,24.5022
401010736,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,Uris Khaskheli,Functional,Primary,Mixed,69.0067,24.4647
401010737,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,GIDOO KHOR,Functional,Primary,Boys,68.9958,24.4483
401010739,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,AMIR BUX BROHI,Functional,Primary,Mixed,69.0086,24.4164
401010807,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBLSS,IBRAHIM SHORO,Functional,Middle,Boys,69.0128,24.3969
401010829,Hyderabad,Badin,Badin,Kadhan-Tc,GBHS,KADHAN,Functional,Secondary,Boys,68.9847,24.4844
401010010,Hyderabad,Badin,Badin,Seerani,GBPS,PIR ALI MUHAMMAD SHAH,Functional,Primary,Mixed,68.819963,24.462974
401010011,Hyderabad,Badin,Badin,Pir Fatah Shah,GBPS,ABDULLAH MANDHRO,Functional,Primary,Mixed,68.806225,24.57037
401010012,Hyderabad,Badin,Badin,Pir Fatah Shah,GBPS,MIR KHAN CHANG,Functional,Primary,Boys,68.814827,24.556747
401010013,Hyderabad,Badin,Badin,Seerani,GBPS,MUHAMMAD KHAN PUSIO,Functional,Primary,Mixed,68.813666,24.456021
401010028,Hyderabad,Badin,Badin,Bhugra Memon,GBPS,MUHAMMAD BACHAL JAKHRO,Functional,Primary,Mixed,68.748504,24.429198
401010071,Hyderabad,Badin,Badin,Seerani,GBPS,HAJI DARYA KHAN WARAR,Functional,Primary,Boys,68.761167,24.486569
401010080,Hyderabad,Badin,Badin,Seerani,GBPS,MOOSA SAMEJO,Functional,Primary,Mixed,68.754293,24.49884
401010096,Hyderabad,Badin,Badin,Shaheed Dodo Soomro@ Lakho Pir,GBPS,MOOSA PUSIO,Functional,Primary,Boys,68.80913,24.445008
401010120,Hyderabad,Badin,Badin,Shaheed Dodo Soomro@ Lakho Pir,GBPS,MUHAMMAD IBRAHIM RIND,Functional,Primary,Mixed,68.861637,24.491035
401010121,Hyderabad,Badin,Badin,Bhugra Memon,GBPS,ABDUL KARIM BUCHO,Functional,Primary,Mixed,68.764522,24.445897
401010136,Hyderabad,Badin,Badin,Seerani,GGPS,SALAHI WARER,Functional,Primary,Girls,68.741141,24.464043
401010141,Hyderabad,Badin,Badin,11-Seerani,GGPS,RASOOL BUX MANDHRO,Closed Permanent,Primary,Girls,68.785745,24.4959
401010187,Hyderabad,Badin,Badin,Seerani,GGPS,MOOSA SAMIJO,Functional,Primary,Girls,68.753312,24.498023
401010193,Hyderabad,Badin,Badin,Bhugra Memon,GGPS,MOHAR PALI,Functional,Primary,Girls,68.802295,24.424261
401010195,Hyderabad,Badin,Badin,Seerani,GGPS,HAJI DARYA KHAN,Functional,Primary,Girls,68.761167,24.486569
401010207,Hyderabad,Badin,Badin,Pir Fatah Shah,GGPS,SABOO KHAN CHANG,Functional,Primary,Girls,68.852299,24.464336
401010237,Hyderabad,Badin,Badin,Seerani,GBPS,HAJI ARAB SHEEDI,Functional,Primary,Mixed,68.754141,24.472907
401010240,Hyderabad,Badin,Badin,Seerani,GBPS,MAKHAN KOREJO,Functional,Primary,Mixed,68.796709,24.499168
401010241,Hyderabad,Badin,Badin,Shaheed Dodo Soomro@ Lakho Pir,GBPS,KARAR CHANG,Functional,Primary,Boys,68.833099,24.459167
401010243,Hyderabad,Badin,Badin,Pir Fatah Shah,GBPS,ISHAQUE KHASKHELI,Functional,Primary,Mixed,68.809127,24.526748
401010245,Hyderabad,Badin,Badin,Pir Fatah Shah,GBPS,IBRAHIM LAKHO,Functional,Primary,Mixed,68.827288,24.562732
401010248,Hyderabad,Badin,Badin,Seerani,GBPS,WALI MUHAMMAD JUNEJO,Functional,Primary,Mixed,68.810304,24.5135
401010249,Hyderabad,Badin,Badin,Seerani,GBPS,MURAD ALI GOPANG,Functional,Primary,Mixed,68.796268,24.465603
401010250,Hyderabad,Badin,Badin,Seerani,GBPS,ALLAH BACHAYO PARHIYAR @ AMIN RARHI,Functional,Primary,Mixed,68.792406,24.584199
401010251,Hyderabad,Badin,Badin,Seerani,GBPS,TAJ MUHAMMAD MANDHRO,Functional,Primary,Mixed,68.765762,24.45381
401010252,Hyderabad,Badin,Badin,Seerani,GBPS,MITHO TURK,Functional,Primary,Mixed,68.761269,24.448958
401010254,Hyderabad,Badin,Badin,Seerani,GBPS,ALLAH BACHAYO MAHIR,Functional,Primary,Mixed,68.745338,24.511979
401010255,Hyderabad,Badin,Badin,Seerani,GBPS,UMAR MALAH,Functional,Primary,Mixed,68.787793,24.506878
401010259,Hyderabad,Badin,Badin,Seerani,GBPS,GUL HASSAN SHAH,Functional,Primary,Boys,68.778338,24.469582
401010262,Hyderabad,Badin,Badin,Seerani,GBPS,SOOMAR CHAWRO,Functional,Primary,Boys,68.784941,24.476309
401010263,Hyderabad,Badin,Badin,Seerani,GBPS,AHMED SHAH,Functional,Primary,Boys,68.780196,24.463815
401010282,Hyderabad,Badin,Badin,Seerani,GBPS,KHAN MANDHRO,Functional,Primary,Mixed,68.777725,24.456285
401010283,Hyderabad,Badin,Badin,Bhugra Memon,GBPS,PIR ALAM SHAH,Functional,Primary,Boys,68.76631,24.426951
401010284,Hyderabad,Badin,Badin,Bhugra Memon,GBPS,MUHAMMAD TALIB BUCHO,Functional,Primary,Boys,68.763579,24.446218
401010285,Hyderabad,Badin,Badin,Bhugra Memon,GBPS,MUHAMMAD IBRAHIM SHORO,Functional,Primary,Boys,68.802331,24.448023
401010773,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,ALLAH BACHAYO PARHERI,Functional,Primary,Boys,69.0267,24.6189
401010775,Hyderabad,Badin,Badin,Chakar Khan Panwar,GBPS,FAQEER KHAIR MOHD KHOSO@HUSSAIN SHA,Functional,Primary,Mixed,69.0533,24.5328
401010776,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,GHULAM FAREED SOLANGI,Functional,Primary,Boys,69.0572,24.5958
401010779,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,FAZAL MUHAMMAD SALEH,Functional,Primary,Mixed,68.975,24.6383
401010780,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,JAVED ALI KHASKHELI,Functional,Primary,Boys,69.0264,24.6581
401010786,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,BHANO@MOHAMMAD ALI MEMON,Functional,Primary,Boys,69.0625,24.5703
401010805,Hyderabad,Badin,Badin,Chakar Khan Panwar,GBLSS,YOUSIF SHAH @ DATO JAT,Functional,Middle,Mixed,69.075,24.5417
401010832,Hyderabad,Badin,Badin,Nindo-Tc,GBHSS,NINDO SHAHAR,Functional,Hi.Secondary,Boys,69.039915,24.64157
401010008,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,SAYED ABDULLAH SHAH,Functional,Primary,Boys,68.9581,24.5919
401010034,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,GHULAM RASOOL MALLAH,Functional,Primary,Mixed,68.98,24.5822
401010036,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,QASIM SOOMRO,Functional,Primary,Mixed,68.9194,24.6367
401010039,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,HASSAN KALHORO,Functional,Primary,Boys,68.9694,24.5989
401010042,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,GHULAM RASOOL SHAH,Functional,Primary,Boys,68.6108,24.6108
401010043,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,ALLAH DINO ABRO,Functional,Primary,Boys,68.9678,24.6325
401010045,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,LATIF KHASKHELI,Functional,Primary,Mixed,68.9908,24.5664
401010047,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,KANDO CHANDIO,Functional,Primary,Boys,68.9939,24.5631
401010067,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,HAJI MUHAMMAD BOOHAR,Functional,Primary,Boys,68.9906,24.5586
401010073,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,HAJI FATAH KHAN NOTKANI,Functional,Primary,Mixed,68.9278,24.5744
401010074,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,NAWAZ PANHWAR,Functional,Primary,Boys,68.9914,24.5892
401010087,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,ALLAH DINO SOOMRO,Functional,Primary,Mixed,68.9156,24.6289
401010090,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,HAJI SULAMAN HINGORJO,Functional,Primary,Boys,68.9233,24.5861
401010098,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,KARIM BUX JAMALI,Functional,Primary,Mixed,68.965,24.5661
401010103,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,NOOR MUHAMMAD KALHORO,Functional,Primary,Mixed,68.9636,24.6228
401010104,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,IBRAHIM NOHERIO,Closed Permanent,Primary,Boys,68.9381,24.6242
401010105,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,KALOO KHAN JAMALI,Functional,Primary,Boys,68.9772,24.5589
401010139,Hyderabad,Badin,Badin,Abdullah Shah,GGPS,NAWAZ ALI PANHWAR,Functional,Primary,Girls,68.9906,24.5889
401010154,Hyderabad,Badin,Badin,Abdullah Shah,GGPS,GHULAM RASOOL JAMALI,Functional,Primary,Girls,68.9631,24.5733
401010170,Hyderabad,Badin,Badin,Abdullah Shah,GGPS,ABDULLAH SHAH (CMS),Functional,Primary,Girls,68.9578,24.5883
401010183,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GGPS,JUMOON ABRO,Functional,Primary,Girls,68.9678,24.6353
401010189,Hyderabad,Badin,Badin,7-Abdullah Shah,GGPS,MUHAMMAD HASSAN KALHORO,Closed Permanent,Primary,Girls,68.9194,24.5986
401010190,Hyderabad,Badin,Badin,Abdullah Shah,GGPS,HAJI TAYAB JAMALI@ AHMED KHAN KHOSO,Functional,Primary,Girls,68.9703,24.5747
401010196,Hyderabad,Badin,Badin,7-Abdullah Shah,GGPS,ABDULLAH SOOMRO,Closed Permanent,Primary,Girls,69.1069,24.5456
401010215,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,HAJI MUHAMMAD SOOMRO,Functional,Primary,Boys,68.9147,24.6267
401010227,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,MUHAMMAD MOOSA KUMBHAR,Functional,Primary,Boys,68.9217,24.5792
401010228,Hyderabad,Badin,Badin,7-Abdullah Shah,GBPS,ALLAH BUX JAMALI,Closed Permanent,Primary,Boys,68.9675,24.5606
401010229,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,MOOSA MALLAH,Functional,Primary,Boys,68.9883,24.5983
401010505,Hyderabad,Badin,Badin,Luari Sharif,GBPS,MITHO RIND,Functional,Primary,Mixed,68.8614,24.4911
401010506,Hyderabad,Badin,Badin,Luari Sharif,GBPS,AHMAD KHAN CHANG,Functional,Primary,Mixed,68.9097,24.4933
401010517,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,FAROOQ ABAD,Functional,Primary,Mixed,68.9658,24.6244
401010550,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,RAMOON MALLAH,Functional,Primary,Boys,68.9786,24.6044
401010554,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,HAJI KHAN JAMALI,Functional,Primary,Boys,69.0094,24.6697
401010563,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,MUHAMMAD JAFFER KHASKHELI,Functional,Primary,Boys,69.0081,24.6233
401010566,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,SONO KHAN SIYAL,Functional,Primary,Mixed,69.0478,24.6642
401010568,Hyderabad,Badin,Badin,Haji Soomar Abro,GBPS,SALEH ABRO,Functional,Primary,Boys,68.9831,24.6433
401010588,Hyderabad,Badin,Badin,Chakar Khan Panwar,GBPS,ABDUL WAHID LUND,Functional,Primary,Boys,69.0728,24.5319
401010591,Hyderabad,Badin,Badin,Chakar Khan Panwar,GBPS,LAKHOO REBARI,Functional,Primary,Boys,69.0736,24.5397
401010599,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,ALI MUHAMMED KHASKHELI,Functional,Primary,Mixed,69.0056,24.62
401010657,Hyderabad,Badin,Badin,Haji Soomar Abro,GBPS,JUMOO GUDARO,Functional,Primary,Mixed,68.9664,24.6667
401010669,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,HAJI ABDULLAH MEHRAN POTO,Functional,Primary,Boys,68.894474,24.668842
401010670,Hyderabad,Badin,Badin,Nindo-Tc,GBPS,GEDOORO MALLAH,Functional,Primary,Mixed,69.0272,24.6242
401010677,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,MUHAMMAD YOUSIF JAMALI,Functional,Primary,Boys,69.0272,24.5806
401010678,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,JEAND CHALGARI,Functional,Primary,Mixed,69.0194,24.6517
401010771,Hyderabad,Badin,Badin,Nindo Shaher,GBPS,ALI DINO SHAH,Functional,Primary,Mixed,68.9744,24.6394
401010772,Hyderabad,Badin,Badin,Nindo-Tc,GBPS,NOOR MUHAMMAD NOHRIO,Functional,Primary,Mixed,69.0319,24.6397
401010271,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,ABDUL MAJID JAT,Functional,Primary,Mixed,68.9328,24.61
401010336,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,FATOO DADO,Functional,Primary,Boys,68.9442,24.6167
401010350,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,QASIM LANJAR,Functional,Primary,Mixed,68.9472,24.6367
401010356,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,MUHAMMAD ESSA SOOMRO,Functional,Primary,Boys,68.9097,24.6272
401010376,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,PAROZE JAMALI,Functional,Primary,Mixed,69.04,24.585
401010405,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,GHULAM ALI JAMALI,Functional,Primary,Mixed,68.965,24.5775
401010410,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,HAJI MATARO SOOMRO,Functional,Primary,Mixed,68.9475,24.6222
401010411,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,GUL MUHAMMAD SOOMRO,Functional,Primary,Mixed,68.9528,24.5833
401010414,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,MUHAMMAD URS KHASKHELI,Functional,Primary,Mixed,68.9972,24.5194
401010415,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,IBRAHIM MEHRANI POTO,Functional,Primary,Boys,68.9433,24.5931
401010416,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,ABDUL RAHIM MEHRANPOTO,Functional,Primary,Boys,68.9417,24.5903
401010420,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,ALI BUX SHAH,Functional,Primary,Mixed,69.0001,24.5342
401010421,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,DR. FAZAL KARIM,Functional,Primary,Mixed,69.0389,24.5089
401010422,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,ALLAH DINO KHAN CHANDIO,Functional,Primary,Mixed,69.0278,24.5044
401010428,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,MUHAMMAD ISMAIL CHANDIO,Functional,Primary,Mixed,69.0219,24.5117
401010432,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,MUHAMMAD HUSSAIN JAMALI,Functional,Primary,Boys,68.9642,24.5281
401010433,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,KHAIR MUHAMMAD SHAH,Functional,Primary,Mixed,68.9808,24.5419
401010434,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,QAZI ABAD,Functional,Primary,Mixed,69.1072,24.5589
401010437,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,KHABAR MALLAH,Functional,Primary,Mixed,69.0264,24.5236
401010471,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,MUHAMMAD AQIL DAL,Functional,Primary,Mixed,69.02,24.5253
401010472,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,KHAMISO PANHWAR,Functional,Primary,Mixed,69.0153,24.5725
401010476,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,SARDAR MUHAMMAD YOUSIF JAMALI,Functional,Primary,Boys,68.9631,24.5469
401010477,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,NATHO KHAN CHANDIO,Functional,Primary,Mixed,69.0222,24.565
401010502,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,GHULAM HYDER SHAH,Functional,Primary,Boys,68.9022,24.5978
401010503,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,SALAH NOHRIO,Functional,Primary,Mixed,68.9244,24.6036
401010509,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,KHAIR MUHAMMAD CHANDIO,Functional,Primary,Mixed,69.0411,24.5347
401010518,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,MUHAMMAD KHAN SOOMRO,Functional,Primary,Boys,68.9433,24.6567
401010524,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,JAN MUHAMMAD PANHWAR,Functional,Primary,Mixed,69.0083,24.5944
401010533,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,E.M.E CHAK @ MUHAMMAD HAROON JAMALI,Functional,Primary,Mixed,68.9633,24.5394
401010539,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,MIR MUHAMMAD LUND @ MOHD HASHIM JAM,Functional,Primary,Mixed,69.0306,24.5281
401010555,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,ALI MUHAMMAD JAMALI,Functional,Primary,Mixed,68.9503,24.5775
401010564,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,HAJI KHAN MUHAMMAD JAMALI,Functional,Primary,Mixed,68.9642,24.55
401010567,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,SALEH MALLAH,Functional,Primary,Boys,68.9767,24.5872
401010570,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,AHMED BUGHIO,Functional,Primary,Mixed,68.9464,24.6556
401010590,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,HAJI GUL MUHAMMED JAMALI,Functional,Primary,Mixed,68.9633,24.5567
401010592,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,LAKHO DINO LUND,Functional,Primary,Boys,69.0372,24.5719
401010598,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,SHER MUHAMMED CHANDIO,Functional,Primary,Mixed,69.0428,24.4908
401010610,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,BABU KHAN CHANG,Functional,Primary,Mixed,68.9531,24.6028
401010623,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,MUHAMMAD SIDDIQUE SOOMRO,Functional,Primary,Boys,68.9478,24.5978
401010656,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,JOKHYA VILLAGE,Functional,Primary,Mixed,68.9386,24.6489
401010676,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,MUHAMMAD SOOMAR JAMALI,Functional,Primary,Boys,68.9642,24.5614
401010681,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,QASIM KHOSO,Functional,Primary,Mixed,68.901,24.6253
401010682,Hyderabad,Badin,Badin,Shaheed Rani @ Allah Dino Jamali,GBPS,ALLAH DITO KHASKHELI,Functional,Primary,Boys,69.0028,24.5236
401010683,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,EIDOO KHAN JAMALI,Functional,Primary,Boys,68.9767,24.5564
401010684,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBPS,MUHAMMAD HASSAN KHOSO,Functional,Primary,Boys,68.8997,24.6233
401010685,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,HAJI YAKOOB JAMALI,Functional,Primary,Boys,68.9694,24.56
401010687,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,HAJI TAYYAB JAMALI,Functional,Primary,Mixed,68.9694,24.5744
401010688,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,ISMAIL JAMALI,Functional,Primary,Boys,69.0417,24.555
401010689,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,HAJI HUSSAIN JAMALI,Functional,Primary,Mixed,68.9642,24.5833
401010767,Hyderabad,Badin,Badin,Abdullah Shah,GBPS,MOHD UMER MEMON,Functional,Primary,Boys,69.0367,24.57
401010789,Hyderabad,Badin,Badin,Abdullah Shah,GBELS,ALI MURAD CHANDIO,Functional,Elementary,Mixed,68.9861,24.5758
401010813,Hyderabad,Badin,Badin,Muhammad Khan Bhurgari,GBELS,SACHAL NOHRIO,Functional,Elementary,Boys,68.95,24.5742
401010816,Hyderabad,Badin,Badin,Abdullah Shah,GBELS,GHULAM RASOOL JAMALI,Functional,Elementary,Mixed,68.9633,24.5733
401010040,Hyderabad,Badin,Badin,Chakar Khan Panwar,GBPS,NABI BUX CHANDIO,Closed Temporary,Primary,Boys,69.0533,24.5053
401010101,Hyderabad,Badin,Badin,Chakar Khan Panwar,GBPS,HAJI AMIR BUX CHANDIO,Closed Temporary,Primary,Mixed,69.0544,24.4978
401010155,Hyderabad,Badin,Badin,Mithi Village,GBPS,KHALIFO MUHAMMED LUND,Closed Temporary,Primary,Boys,69.1585,24.5581
401010312,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,MUHAMMAD MITHAN JAT,Functional,Primary,Mixed,69.0331,24.4192
401010313,Hyderabad,Badin,Badin,Mitho Khan Cahndio,GBPS,MUHAMMAD SALEH JAT,Functional,Primary,Mixed,69.0322,24.4094
401010314,Hyderabad,Badin,Badin,Mithi Village,GBPS,MEVO KHAN LUND,Functional,Primary,Boys,69.1608,24.5422
